Date,Nifty_Open,Nifty_High,Nifty_Low,Nifty_Close,Nifty_Volume,VIX_Close,USDINR_Close
2018-02-07,10607.2001953125,10614.0,10446.400390625,10476.7001953125,250400.0,19.469999313354492,63.97999954223633
2018-02-08,10518.5,10637.7998046875,10479.5498046875,10576.849609375,232200.0,17.770000457763672,64.19999694824219
2018-02-09,10416.5,10480.2001953125,10398.2001953125,10454.9501953125,191600.0,19.229999542236328,64.44049835205078
2018-02-12,10518.2001953125,10555.5,10485.400390625,10539.75,217400.0,17.8799991607666,64.2113037109375
2018-02-13,10518.2001953125,10555.5,10485.400390625,10539.75,217400.0,17.8799991607666,64.28350067138672
2018-02-14,10585.75,10590.5498046875,10456.650390625,10500.900390625,229200.0,17.18000030517578,64.2500991821289
2018-02-15,10537.900390625,10618.099609375,10511.0498046875,10545.5,210600.0,16.31999969482422,64.02519989013672
2018-02-16,10596.2001953125,10612.900390625,10434.0498046875,10452.2998046875,184300.0,16.3799991607666,63.890899658203125
2018-02-19,10488.900390625,10489.349609375,10302.75,10378.400390625,187300.0,16.670000076293945,64.37999725341797
2018-02-20,10391.0,10429.349609375,10347.650390625,10360.400390625,187700.0,16.8700008392334,64.50499725341797
2018-02-21,10426.0,10426.099609375,10349.599609375,10397.4501953125,234100.0,15.920000076293945,64.86499786376953
2018-02-22,10354.349609375,10397.5498046875,10340.650390625,10382.7001953125,313600.0,14.829999923706055,64.8949966430664
2018-02-23,10408.099609375,10499.099609375,10396.650390625,10491.0498046875,210600.0,14.199999809265137,64.95140075683594
2018-02-26,10526.5498046875,10592.9501953125,10520.2001953125,10582.599609375,171900.0,13.699999809265137,64.7030029296875
2018-02-27,10615.2001953125,10631.650390625,10537.25,10554.2998046875,187500.0,13.920000076293945,64.78040313720703
2018-02-28,10488.9501953125,10535.5,10461.5498046875,10492.849609375,286000.0,13.8100004196167,64.91000366210938
2018-03-01,10479.9501953125,10525.5,10447.150390625,10458.349609375,176000.0,14.069999694824219,65.23999786376953
2018-03-02,10479.9501953125,10525.5,10447.150390625,10458.349609375,176000.0,14.069999694824219,65.1500015258789
2018-03-05,10428.2998046875,10428.7001953125,10323.900390625,10358.849609375,194000.0,15.399999618530273,65.18669891357422
